"Date","FLUXNET site ID","Koppen (climate)","IGBP (vegetation)","Evapotranspiration (mm)","Air temperature (°C)","Shortwave radiation (W/m2)","Longwave radiation (W/m2)","Atmospheric pressure(kPa)","2-m wind speed (m/s)","Relative humidity (%)","Specific humidity (kg/kg)"
2011-01-20,"AU-Rig","Temperate","Grassland",3.50848542418689,22.8129166666667,359.421875,370.166666666667,99.203125,1.30734122171369,59.6666666666667,0.0104537042075135
2011-01-21,"AU-Rig","Temperate","Grassland",3.65162848070263,25.8208333333333,333.75,397.229166666667,99.2104166666667,1.56789798882528,58.2916666666667,0.0122446889793689
2011-01-22,"AU-Rig","Temperate","Grassland",3.72457874731053,26.6704166666667,339.390625,406.4375,99.2654166666667,1.75050773754884,57.9583333333333,0.0127991133235562
2011-01-23,"AU-Rig","Temperate","Grassland",3.71595755459801,25.89875,352.067708333333,408.75,98.894375,1.70433670125367,53.9375,0.0114131771869043
2011-01-24,"AU-Rig","Temperate","Grassland",3.00609386076836,21.2610416666667,255.17775,395.770833333333,98.5591666666667,1.99440647250492,62.6458333333333,0.0100467334850774
2011-01-25,"AU-Rig","Temperate","Grassland",3.5383361939333,22.8835416666667,321.708333333333,405.395833333333,98.9258333333333,1.14123235389889,50.7916666666667,0.00895392033259196
2011-01-26,"AU-Rig","Temperate","Grassland",3.62272158155015,23.5252083333333,362.0625,390.5625,99.345,2.34045351784853,65.25,0.0119289426902047
2011-01-27,"AU-Rig","Temperate","Grassland",3.41972225927304,21.461875,355.166666666667,375.458333333333,99.7716666666667,2.21724694039649,57.9791666666667,0.0092949427968094
2011-01-28,"AU-Rig","Temperate","Grassland",2.781546121832,20.978125,367.6875,360.583333333333,100.003125,2.49681900836484,54.75,0.00849656859394506
2011-01-29,"AU-Rig","Temperate","Grassland",2.44713781545232,22.6695833333333,344.395833333333,383.145833333333,99.9414583333333,1.46559252719099,54.9375,0.00946562424661373
2011-01-30,"AU-Rig","Temperate","Grassland",3.70643053988959,27.1747916666667,337.0625,423.166666666667,99.78375,1.31378442283044,48.0208333333333,0.0108545103713268
2011-01-31,"AU-Rig","Temperate","Grassland",3.65037203397057,31.4308333333333,332.291666666667,449.520833333333,99.365,1.52043831230676,37.75,0.0109602707549157
2011-02-01,"AU-Rig","Temperate","Grassland",4.37607696548137,30.8764583333333,339.916666666667,439.104166666667,98.8625,2.8433375074487,40.2083333333333,0.0113709648476725
2011-02-02,"AU-Rig","Temperate","Grassland",2.23704368743478,26.3733333333333,186.75,431.125,99.2204166666667,2.56555696369331,67.75,0.0147251815368177
2011-02-03,"AU-Rig","Temperate","Grassland",2.15018831602483,26.5585416666667,245.994791666667,432.3125,99.3852083333333,1.05935655434211,75.625,0.0166087571546707
2011-02-04,"AU-Rig","Temperate","Grassland",2.42830083420648,24.5125,117.078125,426.6875,99.2316666666667,1.99520794386334,85.0833333333333,0.0165712441894926
2011-02-05,"AU-Rig","Temperate","Grassland",1.203229705489,21.2310416666667,44.3125,415.791666666667,99.005,2.41896628072486,92.6875,0.014812988939267
2011-02-06,"AU-Rig","Temperate","Grassland",6.69111625013157,15.5939583333333,342.625,319.5625,100.243958333333,3.31274828149111,58,0.00639541302634399
2011-02-07,"AU-Rig","Temperate","Grassland",4.44922566834603,16.8210416666667,356.5,309.5,100.382083333333,2.27303563299276,55.8125,0.00664716159622267
2011-02-08,"AU-Rig","Temperate","Grassland",4.08225663276219,19.1402083333333,354.958333333333,329.583333333333,100.043958333333,3.12856702030005,58.9583333333333,0.00816013113141669
2011-02-09,"AU-Rig","Temperate","Grassland",3.18077192347892,21.4239583333333,308.020833333333,367.604166666667,100.186458333333,1.43667669778898,63.9791666666667,0.0101962080356967
2011-02-10,"AU-Rig","Temperate","Grassland",3.66868801574862,24.4908333333333,226.625,404,99.7685416666667,2.83304410078658,66.3333333333333,0.012804121470466
2011-02-11,"AU-Rig","Temperate","Grassland",2.0699807161498,22.7729166666667,87.8541666666667,407.895833333333,99.3054166666667,1.96849223191584,84.7916666666667,0.0148436246843092
2011-02-12,"AU-Rig","Temperate","Grassland",4.39443492643968,18.2379166666667,240.375,344.6875,99.728125,3.09745107344354,67.7708333333333,0.00889681899884001
2011-02-13,"AU-Rig","Temperate","Grassland",4.73255787662915,18.015,349.583333333333,349.395833333333,100.05625,3.38126622507413,58.125,0.00749331745553853
2011-02-14,"AU-Rig","Temperate","Grassland",3.89097542781324,21.6022916666667,330.25,403.6875,100.235416666667,0.975594939824325,61.9166666666667,0.00996967180309076
2011-02-15,"AU-Rig","Temperate","Grassland",3.84316290995422,22.6608333333333,269.895833333333,411.875,100.1425,1.3494577558427,64.1666666666667,0.0110382153407142
2011-02-16,"AU-Rig","Temperate","Grassland",3.1092057926456,21.6922916666667,155.760416666667,410.354166666667,99.7483333333333,1.72646359679608,76.3958333333333,0.0124480254184767
2011-02-17,"AU-Rig","Temperate","Grassland",3.09340311276383,23.0766666666667,215.59375,404.166666666667,99.4185416666667,1.0266690950181,72.5,0.0128978483279822
2011-02-18,"AU-Rig","Temperate","Grassland",3.33624416283059,23.6352083333333,213.895833333333,410.916666666667,99.28875,1.72143475690007,68.9583333333333,0.0127039506141374
