"Date","FLUXNET site ID","Koppen (climate)","IGBP (vegetation)","Evapotranspiration (mm)","Air temperature (°C)","Shortwave radiation (W/m2)","Longwave radiation (W/m2)","Atmospheric pressure(kPa)","2-m wind speed (m/s)","Relative humidity (%)","Specific humidity (kg/kg)"
2013-10-14,"AU-Rig","Temperate","Grassland",2.56622317960177,8.300625,244.833333333333,288.458333333333,99.7410416666667,1.73887854528933,76.5208333333333,0.00523845796657658
2013-10-15,"AU-Rig","Temperate","Grassland",3.24839120814906,10.540625,317.645833333333,293.979166666667,99.8958333333333,1.4872793992425,69.2708333333333,0.00550561281343297
2013-10-16,"AU-Rig","Temperate","Grassland",3.84719579525233,17.0702083333333,282.354166666667,305.0625,98.7789583333333,3.11065177817054,39.5208333333333,0.00485416945723
2013-10-17,"AU-Rig","Temperate","Grassland",2.84225060681362,12.495625,241.291666666667,301.625,98.9008333333333,2.6850862019714,52.8125,0.00482317745551559
2013-10-19,"AU-Rig","Temperate","Grassland",3.10658279193369,16.95,325.770833333333,295.270833333333,100.043958333333,2.04956656011419,40.6875,0.00489694077363273
2013-10-21,"AU-Rig","Temperate","Grassland",1.58737201655748,20.9183333333333,108.4375,380.666666666667,99.0414583333333,1.32447070760944,51.1041666666667,0.0079758667719717
2013-10-22,"AU-Rig","Temperate","Grassland",1.32598199263247,18.02125,113.208333333333,373.5,98.595,1.34898630210245,79.8541666666667,0.0104700890133298
2013-10-23,"AU-Rig","Temperate","Grassland",1.66432962920777,14.625625,153.416666666667,354.791666666667,98.6997916666667,2.38194144699055,74.9375,0.00789259360495978
2013-10-24,"AU-Rig","Temperate","Grassland",1.94854616271194,10.406875,276.3125,285.729166666667,99.7289583333333,2.43993025704132,56.8958333333333,0.0044866165063675
2013-10-26,"AU-Rig","Temperate","Grassland",1.65932054694274,11.4622916666667,241.333333333333,306.270833333333,100.230416666667,1.32289919514194,66.75,0.00562179101575933
2013-10-27,"AU-Rig","Temperate","Grassland",1.65731751424197,13.7435416666667,256.833333333333,314.020833333333,100.036458333333,1.3246278588562,62.9583333333333,0.00617243559981015
2013-10-28,"AU-Rig","Temperate","Grassland",1.67948994373643,15.93,226.229166666667,336.5,99.1427083333333,2.42028635119756,67.0208333333333,0.00764041620691461
2013-10-29,"AU-Rig","Temperate","Grassland",1.77528823761532,14.4141666666667,342.770833333333,285.9375,99.256875,4.1673367613179,55.8541666666667,0.00576284095604121
2013-10-30,"AU-Rig","Temperate","Grassland",1.874141705225,14.4516666666667,347.583333333333,282.229166666667,99.81,2.20938937805899,55.5208333333333,0.00571035401324422
2013-10-31,"AU-Rig","Temperate","Grassland",1.74226901909306,15.7414583333333,351.25,288.708333333333,99.8964583333333,2.33841055164078,54.5,0.00608649742573732
2013-11-01,"AU-Rig","Temperate","Grassland",1.768588719595,17.4270833333333,337.854166666667,317.479166666667,99.7625,1.06454254548486,52.5625,0.00654508140723905
2013-11-02,"AU-Rig","Temperate","Grassland",1.74877169377981,18.0583333333333,281.375,328.729166666667,99.3525,1.10555902088662,48.6041666666667,0.0063230447087013
2013-11-03,"AU-Rig","Temperate","Grassland",1.28189226138209,13.8177083333333,301.9375,310.583333333333,99.6289583333333,3.49567233270818,55.5833333333333,0.00549586914889915
2013-11-04,"AU-Rig","Temperate","Grassland",1.26420170192012,12.5595833333333,356.833333333333,281.770833333333,100.4325,3.04166238084727,55.0625,0.00497325646308211
2013-11-05,"AU-Rig","Temperate","Grassland",1.40394681634221,15.3389583333333,354.979166666667,295.375,100.275416666667,1.07224295657561,48.4166666666667,0.00524676881756098
2013-11-06,"AU-Rig","Temperate","Grassland",1.60713354474966,19.0741666666667,352.1875,318.041666666667,99.556875,1.76590855973034,40.5416666666667,0.00560676634501244
2013-11-07,"AU-Rig","Temperate","Grassland",1.48768649171837,25.0997916666667,222.916666666667,374.0625,98.889375,2.45360241550857,30.0833333333333,0.00605095000682576
2013-11-08,"AU-Rig","Temperate","Grassland",0.809458342022633,19.5075,155.958333333333,369.3125,98.4972916666667,2.40189965532781,56.8958333333333,0.00818353412787571
2013-11-09,"AU-Rig","Temperate","Grassland",0.600721743491685,12.7758333333333,241.583333333333,311.4375,99.2485416666667,3.02217562625026,61.2291666666667,0.00567854170519177
2013-11-10,"AU-Rig","Temperate","Grassland",0.669834814905356,13.9489583333333,271,307.145833333333,99.6410416666667,2.46806033020958,51.8125,0.00516522042556537
2013-11-11,"AU-Rig","Temperate","Grassland",0.816337184131554,13.2252083333333,111.979166666667,338.854166666667,99.7877083333333,1.72834941175708,59.875,0.00568769743082436
2013-11-12,"AU-Rig","Temperate","Grassland",0.781003321269205,12.5970833333333,70.6666666666667,362.708333333333,99.22875,1.39188859246521,83.3125,0.00764722014103522
2013-11-13,"AU-Rig","Temperate","Grassland",1.24086338634385,11.9539583333333,119.3125,356.729166666667,99.275,1.43746245402273,80.9583333333333,0.0071177699174104
2013-11-14,"AU-Rig","Temperate","Grassland",1.77410226122177,14.2122916666667,246.145833333333,323.270833333333,99.4658333333333,2.1004835640612,65.6875,0.00667907120099203
2013-11-15,"AU-Rig","Temperate","Grassland",1.55397856549475,14.7797916666667,371.770833333333,288.291666666667,99.4820833333333,2.93181365936899,59.6041666666667,0.00628444424880385
2013-11-16,"AU-Rig","Temperate","Grassland",1.50786883926514,17.2333333333333,331.177083333333,319.458333333333,99.3625,1.79985322902836,55.5416666666667,0.0068606312431103
2013-11-17,"AU-Rig","Temperate","Grassland",1.61653058604651,17.715625,326.1875,318.666666666667,99.420625,1.4897938191905,58.2708333333333,0.00741858925071515
2013-11-18,"AU-Rig","Temperate","Grassland",1.53334662446711,19.295,369.833333333333,323.020833333333,99.14375,1.24950956290967,54.2291666666667,0.00764479304474795
2013-11-19,"AU-Rig","Temperate","Grassland",1.78015249631927,21.9197916666667,354.395833333333,328.854166666667,98.7560416666667,1.85139883796237,43.9375,0.00730969726657464
2013-11-20,"AU-Rig","Temperate","Grassland",1.04186566171988,20.9604166666667,242.395833333333,355.458333333333,98.5389583333333,1.79199566669085,50.375,0.00792238962337263
2013-11-21,"AU-Rig","Temperate","Grassland",1.08599887399788,17.9704166666667,304.833333333333,323.708333333333,98.5795833333333,1.57591270240953,54.2291666666667,0.00707412644956563
2013-11-22,"AU-Rig","Temperate","Grassland",0.994074128396324,16.7483333333333,362.1875,306.0625,98.5291666666667,1.51823819485226,52,0.00627909845684891
2013-11-23,"AU-Rig","Temperate","Grassland",0.628848609347203,14.77375,252.479166666667,316.4375,98.4670833333333,1.66297449310906,66.625,0.00709783472058904
2013-11-24,"AU-Rig","Temperate","Grassland",0.605436731696546,16.0739583333333,298.3125,318.666666666667,98.695,2.83406558389045,60.6041666666667,0.00700167677370145
2013-11-25,"AU-Rig","Temperate","Grassland",0.868542601349235,19.0283333333333,381.958333333333,309.416666666667,98.895625,1.71184853084832,46.5208333333333,0.00646152307162652
2013-11-26,"AU-Rig","Temperate","Grassland",0.834204220889938,18.7325,361.25,318.395833333333,99.2458333333333,1.16433358717114,47.9791666666667,0.006519139429445
2013-11-27,"AU-Rig","Temperate","Grassland",0.930527544348735,23.3525,359.208333333333,343.5,99.0891666666667,1.29115464329844,37.8333333333333,0.00684150197855558
2013-11-28,"AU-Rig","Temperate","Grassland",0.699458839698541,21.065,78.203125,374.416666666667,98.4685416666667,2.55433636467536,44.625,0.0070647627029967
2013-11-29,"AU-Rig","Temperate","Grassland",0.671820085986705,15.0670833333333,344.583333333333,295.875,99.0145833333333,3.52879981552308,53.8541666666667,0.00580990516759452
2013-11-30,"AU-Rig","Temperate","Grassland",0.512214307984417,17.9029166666667,392.854166666667,293.5,99.6172916666667,2.08209686819145,41.9791666666667,0.00539060880617948
2013-12-01,"AU-Rig","Temperate","Grassland",0.736850197959908,21.8291666666667,357.729166666667,339.604166666667,99.751875,2.2379909049675,39.2916666666667,0.00643238220129774
2013-12-02,"AU-Rig","Temperate","Grassland",0.865725235751772,28.365625,371.875,369.583333333333,99.3729166666667,2.66669950610164,21.0833333333333,0.00511260551250745
2013-12-03,"AU-Rig","Temperate","Grassland",0.841285328444462,28.5904166666667,192.979166666667,396.708333333333,98.7666666666667,2.32725281312153,22.9583333333333,0.0056771193240019
2013-12-04,"AU-Rig","Temperate","Grassland",0.687281150861228,16.6816666666667,31.7916666666667,383.520833333333,98.0475,2.0025311919619,86.875,0.0105242756454897
2013-12-05,"AU-Rig","Temperate","Grassland",1.6419081051696,11.136875,206.520833333333,307.270833333333,98.1991666666667,2.87021037064296,71.2916666666667,0.00599911247829364
2013-12-06,"AU-Rig","Temperate","Grassland",1.42728021667159,12.9045833333333,313.3125,288.166666666667,99.4735416666667,2.05868133242569,55.7916666666667,0.00520476339097817
2013-12-07,"AU-Rig","Temperate","Grassland",1.33813320346832,17.10875,386.708333333333,310.708333333333,99.7229166666667,1.09172971117262,54.9583333333333,0.00671028059034488
2013-12-08,"AU-Rig","Temperate","Grassland",1.19218360108511,23.5802083333333,276.708333333333,361.625,99.0435416666667,1.94979123355258,36.4375,0.00668272904762953
2013-12-09,"AU-Rig","Temperate","Grassland",1.01009325159419,21.5683333333333,78.5208333333333,382.166666666667,98.2352083333333,1.55485443534502,51.5833333333333,0.00844957129237493
2013-12-10,"AU-Rig","Temperate","Grassland",1.26020577824771,16.0664583333333,285.958333333333,319.520833333333,98.5845833333333,1.98592030518041,48.2916666666667,0.00557796152936255
2013-12-11,"AU-Rig","Temperate","Grassland",1.18761069828866,17.7866666666667,318.75,321.291666666667,98.795625,2.18188790987773,47.6041666666667,0.00612149964006267
2013-12-12,"AU-Rig","Temperate","Grassland",1.30337009683839,18.3733333333333,395.25,306.8125,98.9375,1.45757781360674,47.7291666666667,0.00636000855391994
2013-12-13,"AU-Rig","Temperate","Grassland",0.814672829786816,20.653125,357.229166666667,332.354166666667,99.0652083333333,2.31735228457628,51.375,0.00788588658442681
2013-12-14,"AU-Rig","Temperate","Grassland",0.941409860565874,18.373125,404.458333333333,297.645833333333,99.4002083333333,3.24643045536259,46.2708333333333,0.00613606906012784
2013-12-15,"AU-Rig","Temperate","Grassland",0.956265188042386,20.53625,374.229166666667,326.833333333333,99.5266666666667,2.71557354384091,42.3333333333333,0.00641571648107597
2013-12-16,"AU-Rig","Temperate","Grassland",0.833834085173318,22.4897916666667,390.0625,326.1875,99.5383333333333,2.12028462115171,45.1875,0.00772416173571469
2013-12-17,"AU-Rig","Temperate","Grassland",0.643816448968714,24.1779166666667,386.125,342.9375,99.568125,1.71027701838083,48.625,0.00920995069593268
2013-12-18,"AU-Rig","Temperate","Grassland",0.845134651906979,26.9189583333333,382.333333333333,362.604166666667,99.5325,1.41656133820498,39.3125,0.00876448666384846
2013-12-20,"AU-Rig","Temperate","Grassland",1.07938847396427,29.695625,278.479166666667,397.020833333333,98.9754166666667,3.17429803310432,31.5625,0.00831607993730451
2013-12-21,"AU-Rig","Temperate","Grassland",0.706260752018415,27.6972916666667,277.5625,391.979166666667,98.7547916666667,2.45360241550857,36.2083333333333,0.0085148573811243
2013-12-22,"AU-Rig","Temperate","Grassland",0.639886777431398,25.9883333333333,140.479166666667,412.9375,98.5447916666667,1.7899527004831,51.1458333333333,0.0109153872282565
2013-12-23,"AU-Rig","Temperate","Grassland",1.06167880958167,17.4327083333333,185.520833333333,360.791666666667,98.9345833333333,2.26454946566826,72.7708333333333,0.00915494278474933
2013-12-24,"AU-Rig","Temperate","Grassland",1.53450561308454,19.5422916666667,404.895833333333,302.833333333333,99.421875,1.80393916144385,41.1875,0.00587355102168808
2013-12-25,"AU-Rig","Temperate","Grassland",0.968539586117548,21.5541666666667,319.619791666667,341.875,99.1016666666667,1.40681796090647,48.9375,0.00793673300146172
2013-12-26,"AU-Rig","Temperate","Grassland",1.07430222275611,22.7285416666667,301.270833333333,346.458333333333,98.83,2.05286673629594,45.7916666666667,0.00800006645868703
2013-12-27,"AU-Rig","Temperate","Grassland",1.35909188629724,22.466875,385.25,338,98.7514583333333,1.7968673553401,50.3541666666667,0.00866878265469719
2013-12-29,"AU-Rig","Temperate","Grassland",0.94575035207436,18.0727083333333,410.645833333333,286.416666666667,99.0602083333333,4.26599631402758,36.7291666666667,0.00479218143276202
2013-12-30,"AU-Rig","Temperate","Grassland",0.758342483937464,19.2154166666667,413.416666666667,287.583333333333,99.0741666666667,2.81567888802069,30.9583333333333,0.00433701887824924
2013-12-31,"AU-Rig","Temperate","Grassland",0.627989054643376,20.4983333333333,401.5,305.645833333333,99.110625,2.37408388465305,38.0416666666667,0.00577372619063651
2014-01-01,"AU-Rig","Temperate","Grassland",0.89751163240047,20.295,102.826395833333,376.958333333333,98.6527083333333,2.16318691151447,46.9375,0.00707316296090049
2014-01-02,"AU-Rig","Temperate","Grassland",1.63415490444428,20.516875,214.208333333333,371.229166666667,98.389375,1.84526993933912,51.4166666666667,0.00787994826216508
2014-01-03,"AU-Rig","Temperate","Grassland",0.681246039845425,21.34125,238.020833333333,364.020833333333,98.0220833333333,1.93327463751915,43.0416666666667,0.00696181010583816
2014-01-04,"AU-Rig","Temperate","Grassland",0.765385466852207,17.5495833333333,353.416666666667,310.6875,98.4679166666667,2.45595968420982,45.7916666666667,0.00581925995578849
